,Borough,Neighborhood,ID,Name
335,Staten Island,Elm Park,4c254b83a852c92818ade46c,Crown Palace
336,Staten Island,Elm Park,4c93b85cf244b1f7c6621b1d,Fortune Cookie
337,Staten Island,Elm Park,4bd6244d7b1876b098188c86,Empire Szechuan
338,Staten Island,Elm Park,4c5a155e04f9be9a8f14f160,Chin Chin Palace
339,Brooklyn,Remsen Village,4bd4b3bd29eb9c74f13092e1,Tai Lai Chinese Food
340,Brooklyn,Remsen Village,4e63d2867d8b85408a4328cc,Chopsticks Chinese Restaurant
341,Brooklyn,Remsen Village,4d0bdeaeadf0a143dd32857c,House Of Chen
342,Brooklyn,New Lots,5510a863498e5b4305870699,New Shun Hing Restaurant
343,Brooklyn,Paerdegat Basin,4d4dadd04aa3a093c4c145ae,Yi Hong
344,Brooklyn,Mill Basin,4ee01ae9f7903c92cd2e0c6a,ChinaTokyo
345,Brooklyn,Mill Basin,4b5bbfb0f964a520021429e3,China Kettle
346,Queens,Jamaica Hills,4ce49482e571a09332bc8587,Sagar Chinese
347,Queens,Jamaica Hills,5aef90f3b9b37b002ceb20d4,Panda Express
348,Queens,Utopia,567c9683498ea7d84c364d8c,I Chopsticks
349,Queens,Utopia,4c563940b7a31b8d6cb44dda,Taipan Fusion Restaurant and Hookah Lounge
350,Queens,Utopia,4e4dc09abd41b76bef929357,Golden Chinese Restaurant
351,Queens,Utopia,4b58fd3ff964a520257728e3,Jade Fountain Chinese Cuisine
352,Queens,Pomonok,4bad4b36f964a520f6423be3,Eastern Chinese
353,Queens,Astoria Heights,51d81d9e5019b8b339258089,Xing Chef
354,Bronx,Concourse Village,4ce9aeae678aa093b7a0efea,Merry Land Buffet
355,Bronx,Concourse Village,4f3288a219836c91c7e12861,Panda Chinese Restaurant
356,Bronx,Mount Eden,4ded52a2ae6052cbed0423a8,China Wang
357,Bronx,Mount Eden,4da0c70b7aee5481bda6b2fe,wah yong
358,Manhattan,Sutton Place,3fd66200f964a520adea1ee3,Mr. Chow
359,Queens,Hunters Point,4af1bed1f964a520bae221e3,Fortune Cookie Restaurant
360,Queens,Sunnyside Gardens,4bb91c86b35776b0e5a1c901,Golden Wok
361,Queens,Blissville,4b4a7016f964a520a18726e3,Ten Full Chinese
362,Queens,Blissville,4aece833f964a52024cc21e3,Tangra Fusion
363,Queens,Blissville,4bbd13baa8cf76b0a95fb1fd,China Garden
364,Brooklyn,Weeksville,4daa263f0cb6a89c62682125,Hardee
365,Brooklyn,Weeksville,4c9c2ba40e9bb1f706add15f,Leon Kitchen
366,Brooklyn,Weeksville,4fdaa2bae4b056d3bc5b453a,Dong fang
367,Brooklyn,Weeksville,4bbd4b798ec3d13a85fd1b28,Imperial Kitchen Chinese Restaurant
368,Brooklyn,Weeksville,4bf1e92d189f0f470edbb762,China Pavilion
369,Brooklyn,Broadway Junction,4d8151697c956dcb09cff27b,New Jin Shing Chinese Restuarant
370,Staten Island,Manor Heights,4be75c8f2468c928fc720243,Tack's Chinese Take Out
371,Staten Island,Manor Heights,4c53660372cf0f4768a0c4d2,Happy Fortune II
372,Staten Island,Manor Heights,5756be91cd1086df18e54a5d,Peking Kitchen
373,Staten Island,Manor Heights,4bff2b03daf9c9b6dce8f9ef,Peking Kitchen
374,Staten Island,Willowbrook,4be75c8f2468c928fc720243,Tack's Chinese Take Out
375,Staten Island,Willowbrook,5756be91cd1086df18e54a5d,Peking Kitchen
376,Staten Island,Willowbrook,4bff2b03daf9c9b6dce8f9ef,Peking Kitchen
377,Staten Island,Willowbrook,515619d7e4b0001cdd691e5f,China king
378,Staten Island,Sandy Ground,4d8bc294bb88f04d0f659e3a,Islander Taste I
379,Brooklyn,Homecrest,4b46743ff964a520892126e3,"Golden ""Z"" Restaurant"
380,Brooklyn,Homecrest,4d28b924ebacb1f72efbf34f,Wing Hing Seafood Restaurant
381,Queens,Middle Village,4bfb224fd2b720a1a5a9326a,Jade Bamboo
382,Queens,Middle Village,4c92cc0c1221b1f7c0f014e2,Golden Harbor
383,Queens,Middle Village,4e4dd064bd41b76bef938bdf,New China
384,Queens,Middle Village,4e7526efb0fb968033135b73,Thai Green Leaf
385,Queens,Malba,4bffe248ca1920a1206ced81,Keilly Chinese Restaurant
386,Queens,Malba,4bb674486edc76b0ecf8301c,Pearl Garden
387,Queens,Malba,4cea91bdfe90a35d50804e0e,A Taste Of China Chinese Food
388,Brooklyn,Madison,4bb8c7063db7b7132998219a,Ju Feng
389,Bronx,Bronxdale,4c3f7f2eda3dc928b8f6c5b9,Peking Kitchen
390,Bronx,Bronxdale,4b9d6b45f964a52078ab36e3,Mr. Q's Chinese Restaurant
391,Bronx,Bronxdale,5085d52ae4b0bdebccdaa1ee,China Mia
392,Bronx,Allerton,4c0d75d37189c928500bd7b6,Mandarin Wok
393,Bronx,Kingsbridge Heights,4d965fd061a3a1cde4989a42,Lucky Star Chinese Restaurant
394,Bronx,Kingsbridge Heights,566f33e7498e44c2501bda81,Panda Express
395,Brooklyn,Erasmus,4be756a4910020a1db5ad514,Cam Tak Express Restaurant
396,Brooklyn,Erasmus,565e54b1498e7f70c10341ab,Green Lake Express
397,Queens,Hammels,4c72ad2bad69b60cb31b84b9,301 Chinese Resturant
398,Queens,Bayswater,4e4e41e8bd4101d0d7a620e0,Magic Wok
399,Queens,Queensbridge,4af1bed1f964a520bae221e3,Fortune Cookie Restaurant
400,Staten Island,Fox Hills,4cf9aa7ad8468cfadaa9e86b,Kum Fung Kitchen
